-3 | 0000000
-5 | 00000010
23 | 000000110
-39 | 000000111000
-36 | 000000111001
-17 | 00000011101
26 | 0000001111
-13 | 00000100000
-19 | 00000100001
-14 | 00000100010
-56 | 000001000110
-37 | 000001000111
-30 | 000001001000
-58 | 000001001001
-53 | 000001001010
95 | 0000010010110
223 | 0000010010111000
270 | 0000010010111001
2726 | 0000010010111010
2686 | 0000010010111011
327 | 0000010010111100
334 | 0000010010111101
272 | 0000010010111110
277 | 0000010010111111
-51 | 000001001100
-52 | 000001001101
-61 | 00000100111
47 | 00000101000
32 | 00000101001
30 | 00000101010
25 | 00000101011
-16 | 00000101100
-27 | 000001011010
-43 | 000001011011
-10 | 0000010111
19 | 0000011000
-11 | 0000011001
-63 | 000001101
17 | 0000011100
2575 | 0000011101000000
1118 | 0000011101000001
3175 | 000001110100001
78 | 00000111010001
3190 | 0000011101001000
3189 | 0000011101001001
2735 | 000001110100101
357 | 0000011101001100
325 | 0000011101001101
534 | 000001110100111
344 | 0000011101010000
360 | 0000011101010001
2927 | 0000011101010010
3183 | 0000011101010011
295 | 000001110101010
278 | 000001110101011
2615 | 00000111010110
183 | 00000111010111
589 | 000001110110000
550 | 000001110110001
447 | 00000111011001
535 | 000001110110100
590 | 0000011101101010
525 | 0000011101101011
310 | 0000011101101100
366 | 0000011101101101
423 | 0000011101101110
454 | 0000011101101111
384 | 0000011101110000
390 | 0000011101110001
365 | 0000011101110010
350 | 0000011101110011
262 | 000001110111010
263 | 000001110111011
279 | 0000011101111000
294 | 0000011101111001
247 | 000001110111101
199 | 000001110111110
254 | 0000011101111110
264 | 0000011101111111
-59 | 0000011110000
127 | 0000011110001
-33 | 000001111001
128 | 0000011110100000
142 | 0000011110100001
3198 | 0000011110100010
3223 | 0000011110100011
2159 | 0000011110100100
2167 | 0000011110100101
3295 | 0000011110100110
2687 | 0000011110100111
358 | 000001111010100
417 | 0000011110101010
414 | 0000011110101011
2863 | 0000011110101100
319 | 0000011110101101
359 | 000001111010111
-26 | 000001111011
35 | 000001111100
104 | 000001111101000
118 | 000001111101001
126 | 000001111101010
3182 | 0000011111010110
2710 | 0000011111010111
3238 | 0000011111011000
3343 | 0000011111011001
486 | 0000011111011010
487 | 0000011111011011
44 | 00000111110111
